author_id,cluster_id,comment_count,videos_commented,comment_ids,avg_comment_bot_prob,final_bot_probability,cross_video_avg_sim,cross_video_max_sim,cross_video_high_sim_count,classification
UCOKCLPDExZWCM8daXh_4SZA,16,1,1,['66fdb8c44b822600b11a06e19ca42055'],0.5647265901410841,0.4384619293357945,0.15388778619384252,1.0000000000000007,1,likely_human
UCWKPnFneanj_B7shGGgwZCQ,15,1,1,['4956db5fc2733d94f65be73eb690e280'],0.5571204014281573,0.4364714428547723,0.16553277464144667,0.8994499377388584,1,likely_human
UCNfN8yv7gGSgHsGjUbEylQA,15,2,1,"['00993927b1bbecf06e52d1df1c773fa3', '3032ca38d8d439ca4bfde7076a7e32e9']",0.5234873337566524,0.4129826081306919,0.19966682666339214,0.7889591506698521,0,likely_human
UC2pmI1wQjhTiUOkQaG85C8A,15,1,1,['af99692654b2c10bbd6306f12084daec'],0.47747239058384494,0.40138551209563134,0.16530835804460475,0.8994499377388584,1,likely_human
UC2cl91cbKomx_Uq8iXKG7PQ,34,1,1,['77ef9fb7def3daced32b27955dada640'],0.5733152807083102,0.4013202411396745,0.11920934219168945,1.0,2,likely_human
UC_5n637j5McBzZx-elorBYw,15,1,1,['5fffac1a598429c775aa7ea796fcff87'],0.5209180046398029,0.39341060109321957,0.13942033038197926,0.7362349314595313,0,likely_human
UCTBr5QBjE6xr4qRkwqzPn2g,16,1,1,['22e2913aa201a4f70c59391b7af6df62'],0.5069577525556667,0.39154684389812977,0.1602688678477687,0.8200939459145302,0,likely_human
UCHLo2hdHmPdkGabpvM3-IPw,15,1,1,['a23926869caaf0a820d2e655c76d8151'],0.49262363899795036,0.38733702699153555,0.170367711098584,0.7295052217648688,0,likely_human
UCc6OGvvNjXV6JYjEnYGQuYQ,15,1,1,['84a9c3c8e17c16f427e60ad2655c46d1'],0.5124844826026026,0.3854237944352211,0.11498660718861359,0.7362349314595313,0,likely_human
UCJUYejqtHPZBkU6gUQRfcyw,15,1,1,['5542be5b6ce80f6653f793053f603eaa'],0.4855924818326496,0.38519437838768755,0.12960490195547555,0.8245280241949512,0,likely_human
UC8nphqigAxuDLb42DkLqimg,15,1,1,['e9a4d542c255cf9ee248ea4096ce3592'],0.4937601779106182,0.38461842563293025,0.17186251933421415,0.7019621160507616,0,likely_human
UCGIX8tk8WLELoRWBRP49zyQ,15,1,1,['e6a85c95424efedaa12469f1096e2d72'],0.48804261131864607,0.3828845757719409,0.17406347889190404,0.692106366810979,0,likely_human
UCIQBv2RttoqyMt-WvYIcthg,-1,2,1,"['abc2ee3546a9a7957fc5a9f081f5bc8b', '61b419ad8a5f4c4d6ed2870664c5da06']",0.5175036370473061,0.37898074086297184,0.19557603815053046,0.9999999999999994,1,likely_human
UCxrWDJOMEjXWq4iADp304WQ,15,1,1,['90e6e39626a128001a0f04055e2a9bba'],0.4440215377544444,0.3761577104239893,0.16761780548559013,0.8438237260554745,0,likely_human
UC4bigR6O4oik0hbBnSur-Iw,16,1,1,['f62f2518948698fb261b12015a05a878'],0.49818209504950056,0.37303891028859465,0.17640843603931888,0.6454608956502337,0,likely_human
UCmt_sqwDeoEuhd1Wm-6YuIQ,0,1,1,['476afcbc6b590d512cef7ec29888cc3d'],0.5036869837695056,0.37230595359412566,0.1396785734770827,1.0000000000000004,1,likely_human
UCagIZOfDsOMnpUlPDWMJwuA,0,1,1,['ca56adfcd936dc6959012c292ebb4126'],0.5180152531196965,0.36751174299640005,0.1342981126371873,0.896988857051229,1,likely_human
UC4MahfT7Gl1ktHxS5c_mFHg,15,1,1,['2ab10a7d2bd1ec232e297c62bf863d09'],0.4811686903431376,0.3672642993233215,0.15028225848532212,0.6271027507074757,0,likely_human
UCnLFAzaItmkJfLg6Ea9SNhg,16,1,1,['073f9d8cd14f582cff6f1069dceef343'],0.4800345476148886,0.3620203006078629,0.14584996606738335,0.6780138768593302,0,likely_human
UC8rUviggPbEZjsf5K39c-QQ,25,1,1,['c3c28d1c7c845fe05d382acb6309d57f'],0.4989207544429989,0.3529429648714546,0.16193633370618393,0.7711115374201818,0,likely_human
