author_id,cluster_id,comment_count,videos_commented,comment_ids,avg_comment_bot_prob,final_bot_probability,cross_video_avg_sim,cross_video_max_sim,cross_video_high_sim_count,classification,cluster_confidence,cluster_bot_probability,individual_bot_probability
UCKNK94GclrIH3FYZLBI2cRQ,8,1,1,['7dcbeced6ba8ce3a5ee9b0a22ccfa03b'],0.5591847031094701,0.39481842425451197,0.14245522077995953,0.9780877819494923,1,likely_human,1.0,0.39481842425451197,0.5591847031094701
UCv98o9HUz3kb6_9bSShJaIA,30,1,1,['d2ee14ab47374a4c8c1af0c9eee0d55f'],0.5109453701119856,0.36485122777945467,0.16895907043078695,0.8179747165316026,0,likely_human,1.0,0.36485122777945467,0.5109453701119856
UCGEiUm1x-K8Q6AAaz0yVWhQ,44,1,1,['6eba3a2cbbaf0bdd88a085e6ea3308fe'],0.49170142415322116,0.3642809543335537,0.19394908803678326,0.8187571988273047,0,likely_human,1.0,0.3642809543335537,0.49170142415322116
UCGexNX1yvi-3MmXhcH1xuaw,44,1,1,['0072d356541baea0402af51f0117dae6'],0.49251770769399666,0.3640985975432017,0.18850297421106865,0.8187571988273047,0,likely_human,1.0,0.3640985975432017,0.49251770769399666
UCgdaS5MJDmYOwprwT4MCroA,-1,1,1,['c93b0c759b0610533ac4838b5b0f1717'],0.5328109939357764,0.3567895841190231,0.12623640376871226,0.8591914113071543,1,likely_human,1.0,0.3567895841190231,0.5328109939357764
UCILdGJqmeYLMsyvqiN8yQQQ,34,1,1,['7f0464389cb8be7aecb808e45945fda2'],0.5380191376329604,0.3562363357259335,0.20182750831904453,0.5655069291601104,0,likely_human,1.0,0.3562363357259335,0.5380191376329604
UCAc93RdzK4YuCrBUbFYh2jw,70,1,1,['ba85bd1558f1658b1ffd3509a7334fbd'],0.51957564681956,0.3537178759065506,0.15379562110396436,0.730625601701591,0,likely_human,1.0,0.3537178759065506,0.51957564681956
UCDKRkQW6QjLI2RqKIFSCaGQ,8,2,1,"['c08458cc39f916a2e013d140c4d2b36c', '66acd1b62931cdd819c3bce115fadf12']",0.4576319050629868,0.3528736928250464,0.15655871154503465,0.9780877819494923,1,likely_human,1.0,0.3528736928250464,0.4576319050629868
UCCRLYBDNXAG1fWGoUcjngsw,7,1,1,['ede51a93a40488126945f7ebddf193be'],0.5172556300356124,0.3501631297639699,0.1870160743062687,0.6116299488974355,0,likely_human,1.0,0.3501631297639699,0.5172556300356124
UCD-axlcKx-hjfImju3CoZLA,44,1,1,['14f6d676fa834434174f76209d0172dc'],0.477014183240052,0.3488988844077077,0.19482466898856174,0.7288824918306697,0,likely_human,1.0,0.3488988844077077,0.477014183240052
UCW5LHAAxVkRWMqLnRfQM3Fw,35,1,1,['523efc7728186cbfffbd9894ae81cb92'],0.4634964356254684,0.34323265877162734,0.2161842746535161,0.7523638702326441,0,likely_human,1.0,0.34323265877162734,0.4634964356254684
UCuzlUyMPFzm9qv-Q532-h8A,35,1,1,['74fde6f737ef163e43640d6e38eecda4'],0.46594059676067434,0.3425443382617563,0.20619821757017914,0.7523638702326441,0,likely_human,1.0,0.3425443382617563,0.46594059676067434
UCoJvn702cyyHvNJL2gZMNDA,30,1,1,['27d8bae6ad12eb87a6183c8b8228f72b'],0.4914445212719943,0.33981535377973043,0.23848155789168138,0.5113425692837686,0,likely_human,1.0,0.33981535377973043,0.4914445212719943
