author_id,cluster_id,cluster_confidence,cluster_bot_probability,individual_bot_probability,final_bot_probability,classification
UC--16QypRcxJdZ0sgWujNSQ,0,0.625,0.15805012127078488,0.11421928094887362,0.14051778514202037,likely_human
UC--6faWRW8Zgwic6n4ViUfQ,-1,0.0,0.0,0.1484258142340169,0.059370325693606764,likely_human
UC--ARnkifzqarIlbuSE_aaw,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC--JYQgi4Ui3BzeD4T1kbrQ,-1,0.0,0.0,0.11553691275167785,0.04621476510067114,likely_human
UC--oWXU9JGKS8Xv_L7-3GfA,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC--ttP4slvpwx2RLdx1OXbA,1,0.42857142857142855,0.1583844093701476,0.11504194630872483,0.1410474241455785,likely_human
UC-063nzFJPu6RnNVzO83SYg,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-0E596IgBN3jWBtF0xZLyQ,-1,0.0,0.0,0.11502516778523489,0.04601006711409396,likely_human
UC-0dwu6Dh_AB27-zYlGiDLg,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-0lx-EzJMruq4ZDRlYfbAA,2,0.45454545454545453,0.15852053185878265,0.11546140939597316,0.14129688287365885,likely_human
UC-1BRIYHHBooROsWZgvoCOQ,-1,0.0,0.0,0.11535234899328858,0.04614093959731544,likely_human
UC-1OEDf216QWyNmwnIsbCCw,-1,0.0,0.0,0.4557326621923937,0.1822930648769575,likely_human
UC-1W2FcOU8oa7hZL9sAcinQ,3,0.49945414847161573,0.16089378048317762,0.11502516778523489,0.14254633540400052,likely_human
UC-1W_I8BqUBVVT54J_T5SFg,4,0.5,0.15853621505886606,0.11499999999999999,0.14112172903531964,likely_human
UC-1XvaOxqEVe_IrCeHRCeLg,-1,0.0,0.0,0.11502516778523489,0.04601006711409396,likely_human
UC-1nDYLaTZ8LvbEc9El1KRA,-1,0.0,0.0,0.11510067114093961,0.04604026845637585,likely_human
UC-1riMdbBf4gHhkV5yiG8PA,5,0.4583333333333333,0.16030073026869315,0.11499999999999999,0.1421804381612159,likely_human
UC-2AOBDhQzxbjmdDvt7okYA,-1,0.0,0.0,0.11500838926174498,0.04600335570469799,likely_human
UC-2QMmI2jsLfl4mbGNHArXg,6,0.4992732558139535,0.16076766468074113,0.11499999999999999,0.1424605988084447,likely_human
UC-2RCV5KKyqcwX6w6Vp2Y6g,-1,0.0,0.0,0.19858744246905521,0.07943497698762209,likely_human
UC-2eIdtxACOxje_kozVrfmw,7,0.498989898989899,0.1600513240679026,0.11499999999999999,0.14203079444074157,likely_human
UC-2p1fm1pRFbApVgQUyj7Yg,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-3k6yaZNXA5NOZ7D9Toepg,-1,0.0,0.0,0.11530201342281879,0.04612080536912752,likely_human
UC-3mHdP0Y21rbX8XeVgr4Zg,8,0.4166666666666667,0.15837542087542086,0.11499999999999999,0.1410252525252525,likely_human
UC-3vP3XFcD_hM8WWgi6quCQ,-1,0.0,0.0,0.11500838926174498,0.04600335570469799,likely_human
UC-3vnAsxyg9fHUXO5r4UQzQ,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-3z1OQFUYBJokjvIFpxlOQ,9,0.375,0.15837672187458823,0.11500156119900085,0.1410266576043533,likely_human
UC-413pPB_vU3GIrHNUFArrw,-1,0.0,0.0,0.11539585650101425,0.0461583426004057,likely_human
UC-44Qsn9y00Nny4QfPnwLFA,-1,0.0,0.0,0.11533557046979864,0.04613422818791946,likely_human
UC-48l_QxCCgcqfpMbmf3RxQ,7,0.498989898989899,0.1600513240679026,0.11501677852348993,0.14203750585013752,likely_human
UC-4AgZ9_qpYKPiucEw8uW_Q,-1,0.0,0.0,0.10905639062229566,0.04362255624891827,likely_human
UC-5532mUTkJee_T7q22rW8w,10,0.3333333333333333,0.15932537246260958,0.11499999999999999,0.14159522347756576,likely_human
UC-5704tdPT47gh-XxvPk20w,-1,0.0,0.0,0.11248773732471254,0.044995094929885016,likely_human
UC-5cuVXMDyd4sV_FOh-ZOSQ,-1,0.0,0.0,0.11540424576275923,0.04616169830510369,likely_human
UC-62eaqB9Cu1m6JYG426iWg,11,0.4166666666666667,0.16323978774552564,0.11499999999999999,0.1439438726473154,likely_human
UC-6CiCZF29CSEucI7GThCZw,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-6YZq_CxM2mIsgW67U0IrA,12,0.49074074074074076,0.15894044770546753,0.11499999999999999,0.1413642686232805,likely_human
UC-6hrjvjEyIJC79CKm215zQ,-1,0.0,0.0,0.11500838926174498,0.04600335570469799,likely_human
UC-6mFuF49mmuJaak14nbm7w,3,0.49945414847161573,0.16089378048317762,0.11499999999999999,0.14253626828990656,likely_human
UC-79UsbivxMVa53NcP4hozg,13,0.48936170212765956,0.16195501984475033,0.11502516778523489,0.14318307902094415,likely_human
UC-7AsaomwD0gryXSjpJW8Bw,14,0.4583333333333333,0.16079222727942014,0.11836409395973155,0.1438209739515447,likely_human
UC-7P0LtBA5ub6z2Kv_JP0zg,-1,0.0,0.0,0.11500156119900085,0.04600062447960034,likely_human
UC-7QjNuyLRIq1aZLOiuiutw,15,0.45454545454545453,0.16168144254469097,0.11499999999999999,0.14300886552681458,likely_human
UC-7uG90CiWhRWy_ogbNo_MQ,-1,0.0,0.0,0.10569218241431631,0.04227687296572653,likely_human
UC-7w1N4DoKMHTCgjg3kiU_A,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-8FruSSRe26BCYzSgW-FkQ,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
