author_id,cluster_id,comment_count,comment_ids,avg_comment_bot_prob,final_bot_probability,classification,cluster_confidence,cluster_bot_probability,individual_bot_probability
UCNinJ0TOnp9jMW3iY8oJL7Q,-1,1,['671b4355fe5cb404abab6f0683eb2f51'],0.13655176986856032,0.10142305633071924,likely_human,1.0,0.10142305633071924,0.13655176986856032
UCh1ImIV_t-DFj1P8SY5IUTQ,-1,1,['e8097b1aa09e9e1ffb9ab7b16dddaf42'],0.14514643416502973,0.10126936999680068,likely_human,1.0,0.10126936999680068,0.14514643416502973
UCo9K5xdQfVjCmZDgAIno5Ww,-1,1,['93054383fb3e74babcc7990d2a2d6536'],0.13517790415383016,0.10112822531910627,likely_human,1.0,0.10112822531910627,0.13517790415383016
UC4_Cqt1sUGImG7XKOHfCaYg,-1,1,['42d0e4768f1229f34d0811e7aa7a7b64'],0.14319920339473308,0.10110904543243453,likely_human,1.0,0.10110904543243453,0.14319920339473308
UCJqsrWKTGZTgmQW0bW9tcEw,-1,2,"['81670c631c2dd48da82abc0eb32f1215', '17a9fab7078e8302de884674c02a1aa5']",0.14248453232319008,0.10068128804303245,likely_human,1.0,0.10068128804303245,0.14248453232319008
UC8s7_uJ3WoocEXWsLoCMIpw,-1,1,['3024210d06e50817a62546a7161f2214'],0.138478568208319,0.10065013714333326,likely_human,1.0,0.10065013714333326,0.138478568208319
UCicXW_0iNFBNup2ACt9xCUg,-1,1,['767f82b29f7b3341a71f11f77292f7c8'],0.13065797154166087,0.10042130150309883,likely_human,1.0,0.10042130150309883,0.13065797154166087
UCOz2MTMhhYr9OtyIgHWCDDw,-1,3,"['f4547c8fa2d86b7ce790caee818fea07', 'cbf02bf34353f250ebf85e9de5a2cca3', '9891fc4cf16705e88145b964ff38e2e6']",0.13627881658667643,0.09973662429877264,likely_human,1.0,0.09973662429877264,0.13627881658667643
UCcgxlHPcD2yH8YOVVaEqjYA,-1,1,['edc1fb91f3954c53c8d6364e9a71cbed'],0.13319028030571173,0.09922936197703713,likely_human,1.0,0.09922936197703713,0.13319028030571173
UCIOraQrukRqsl0Nsv_lygYA,-1,1,['a064569db3a6d123283c0ffdf030590f'],0.1360519080272716,0.09904507455408312,likely_human,1.0,0.09904507455408312,0.1360519080272716
UCYh_y67itA2tsh8orBeJaNA,-1,1,['89ee4c7ba8c0001723bf5550829db672'],0.13144263734344114,0.09894375735042776,likely_human,1.0,0.09894375735042776,0.13144263734344114
UCzYUMqdgR9QWJDeehYW9vWg,-1,1,['e2a6b9ff776f2d134bdf68e618f28953'],0.13459027382021882,0.09888884870470067,likely_human,1.0,0.09888884870470067,0.13459027382021882
UCRXTnd0g-4fppqc9R9Npivg,-1,4,"['7e70e8dff878a104242b0055c3b999ae', '223ab47609dc049d98888d286e5050e8', '26442de49e9e32c62efe09fb4110553c', '9d36ab28baac3a900ca277fa877a1b90']",0.13490669699422467,0.09863212776028493,likely_human,1.0,0.09863212776028493,0.13490669699422467
UCl7dczZcX-3y4biDj7H3IdA,-1,1,['4c6e72c49457deb81c43d1d86709de2c'],0.13433957037200206,0.09745643271567248,likely_human,1.0,0.09745643271567248,0.13433957037200206
