author_id,cluster_id,comment_count,videos_commented,comment_ids,avg_comment_bot_prob,final_bot_probability,cross_video_avg_sim,cross_video_max_sim,cross_video_high_sim_count,classification,cluster_confidence,cluster_bot_probability,individual_bot_probability
UCu2kpDhWtIcHMUgEu_N0veQ,2,1,1,['964d292fa46256b7e3ec4ceb35026631'],0.5345465441373751,0.49568136503565347,0.1705872588456126,1.0000000000000024,18,likely_human,1.0,0.49568136503565347,0.5345465441373751
UC7mMgJmfFlvijeE6m8qHvug,2,1,1,['92b05d196f9570ae4f49b74ce056cc0d'],0.5240685869060409,0.4907131610562095,0.16994703782963774,1.0000000000000013,17,likely_human,1.0,0.4907131610562095,0.5240685869060409
UCqPQB5GaZOGVZHS2lE5bW9Q,2,1,1,['dd50456069d473bd32a9027eaf0969d7'],0.5129159412444257,0.48599839202751427,0.17151163324491628,1.000000000000002,20,likely_human,1.0,0.48599839202751427,0.5129159412444257
UCB_s3fcwGO4vilXEFgTn5tw,2,2,1,"['dfdb799182fdfcbcbc83ee1314a1b8ad', 'b99d145fe49968c73c9bec8d712db1f1']",0.4565835198352083,0.45699488450399695,0.15469362554169983,1.000000000000002,20,likely_human,1.0,0.45699488450399695,0.4565835198352083
UCNfN8yv7gGSgHsGjUbEylQA,23,2,1,"['00993927b1bbecf06e52d1df1c773fa3', '3032ca38d8d439ca4bfde7076a7e32e9']",0.5218364933580582,0.44314253240447743,0.19522321284434466,1.0000000000000013,5,likely_human,1.0,0.44314253240447743,0.5218364933580582
UCNei2-07FhDfmkx_vCgfNRw,33,1,1,['b601fb5b82223e3b79830f425dec549e'],0.5264864961003944,0.43428210085299135,0.1579761494542674,1.0000000000000002,2,likely_human,1.0,0.43428210085299135,0.5264864961003944
UCidGGnJZx6oo56aRc3CK09g,2,1,1,['6759663406d6208ecdb72af2772c5cbe'],0.3825117255655295,0.42810049317471693,0.17437829071033828,1.0,19,likely_human,1.0,0.42810049317471693,0.3825117255655295
UC2cl91cbKomx_Uq8iXKG7PQ,6,1,1,['77ef9fb7def3daced32b27955dada640'],0.5732186442174427,0.4279215999613063,0.1184961265466762,0.9999999999999996,6,likely_human,1.0,0.4279215999613063,0.5732186442174427
UCeGaYSWw66ydETLSLB71xIQ,2,5,1,"['83264d93d57c52c79d5d508930c89138', '8e2423fd9670a098acd114d5b8d8d4fd', '3ce025f691da4f286ee5794f78b488e2', '099003e88393879f0edb3f06ead08a16', '1beff153d66fa27a37fcf82ed2485c9e']",0.3804655349048255,0.4226639296553373,0.15307742995861073,1.0,20,likely_human,1.0,0.4226639296553373,0.3804655349048255
UC4fXA8AqA3iJFdGjxhJHhOA,7,1,1,['4c0c857e28052336988390fcf7208d1e'],0.5740010663046842,0.42047290135785753,0.15358238852384504,1.0000000000000007,3,likely_human,1.0,0.42047290135785753,0.5740010663046842
UCWKPnFneanj_B7shGGgwZCQ,23,1,1,['4956db5fc2733d94f65be73eb690e280'],0.5555412236958245,0.4194036688887254,0.15383477719594438,0.8994475762669659,1,likely_human,1.0,0.4194036688887254,0.5555412236958245
UCt0_35z0pk-rrJCetQCMJsA,2,1,1,['65b3f791677dae476fd2f2b4666eb640'],0.4659831659776431,0.41932590186487206,0.17420884401943298,0.9903926192014056,1,likely_human,1.0,0.41932590186487206,0.4659831659776431
UCagIZOfDsOMnpUlPDWMJwuA,5,1,1,['ca56adfcd936dc6959012c292ebb4126'],0.5384045723597859,0.4186245201753576,0.1246247777093869,1.0000000000000004,4,likely_human,1.0,0.4186245201753576,0.5384045723597859
UCO3PqikrrSeA4Yb8Ac_9hQA,2,4,2,"['78d912efd437d9e949bf9c9077dc3e65', '914b2e05b05d5ebeba6fb6519b4a35aa', 'c0b8bb4b2d0518d10146cfc9f23100b0', '079844bfd353534d5f3d4ae06acbf02b']",0.360316648832843,0.4176029501619864,0.17318821520461491,0.9982090134240721,13,likely_human,1.0,0.4176029501619864,0.360316648832843
UC-ftHOlHf8T97QZtwRhb-Rw,23,1,1,['fa6de4d219cd90eefb3d0186478dd335'],0.4589708573081148,0.41555849833359854,0.19933393679253975,0.9999989908589018,5,likely_human,1.0,0.41555849833359854,0.4589708573081148
UCOKCLPDExZWCM8daXh_4SZA,22,1,1,['66fdb8c44b822600b11a06e19ca42055'],0.5641115806071888,0.41414647218994727,0.14849744217512784,1.000000000000001,1,likely_human,1.0,0.41414647218994727,0.5641115806071888
UC0YcEzp5kHXRcF1YKNUKvxw,5,1,1,['92e01b5246dc95b12f959fb048d00219'],0.5475190818040114,0.4106986004155585,0.1403693152341941,0.9452049908046362,2,likely_human,1.0,0.4106986004155585,0.5475190818040114
