author_id,cluster_id,comment_count,videos_commented,comment_ids,avg_comment_bot_prob,final_bot_probability,cross_video_avg_sim,cross_video_max_sim,cross_video_high_sim_count,classification
UCOKCLPDExZWCM8daXh_4SZA,13,1,1,['66fdb8c44b822600b11a06e19ca42055'],0.5645683819326008,0.43815826922186096,0.15260367698690966,0.9999999999999994,1,likely_human
UCWKPnFneanj_B7shGGgwZCQ,16,1,1,['4956db5fc2733d94f65be73eb690e280'],0.5570964922866262,0.43642048422880975,0.1652523870508644,0.8994882040077308,1,likely_human
UCNfN8yv7gGSgHsGjUbEylQA,16,2,1,"['00993927b1bbecf06e52d1df1c773fa3', '3032ca38d8d439ca4bfde7076a7e32e9']",0.5234243776734595,0.4128612109344721,0.19910680206906495,0.7890245890228648,0,likely_human
UC2pmI1wQjhTiUOkQaG85C8A,16,1,1,['af99692654b2c10bbd6306f12084daec'],0.4773937969452157,0.4012899405196547,0.16494566617571807,0.8994882040077308,1,likely_human
UC2cl91cbKomx_Uq8iXKG7PQ,14,1,1,['77ef9fb7def3daced32b27955dada640'],0.5732125907486638,0.4011408871133536,0.11846482732518553,1.0000000000000009,2,likely_human
UCagIZOfDsOMnpUlPDWMJwuA,4,1,1,['ca56adfcd936dc6959012c292ebb4126'],0.5398093866942206,0.4008717762512325,0.13555759365813477,0.9999999999999992,3,likely_human
UC_5n637j5McBzZx-elorBYw,16,1,1,['5fffac1a598429c775aa7ea796fcff87'],0.5208692737991347,0.39332339300023345,0.1391732225308596,0.7359748241058985,0,likely_human
UCTBr5QBjE6xr4qRkwqzPn2g,13,1,1,['22e2913aa201a4f70c59391b7af6df62'],0.5068222605331815,0.3912594317825936,0.15906084043648394,0.8200604106533439,0,likely_human
UCHLo2hdHmPdkGabpvM3-IPw,16,1,1,['a23926869caaf0a820d2e655c76d8151'],0.4925608846632997,0.3871962426344868,0.16980941949993564,0.7293895960759255,0,likely_human
UCc6OGvvNjXV6JYjEnYGQuYQ,16,1,1,['84a9c3c8e17c16f427e60ad2655c46d1'],0.5124177717325025,0.38538750000250804,0.11508104952468093,0.7359748241058985,0,likely_human
UCJUYejqtHPZBkU6gUQRfcyw,16,1,1,['5542be5b6ce80f6653f793053f603eaa'],0.48556551916344076,0.38515513153873976,0.12944808222765328,0.8245280241949509,0,likely_human
UC8nphqigAxuDLb42DkLqimg,16,1,1,['e9a4d542c255cf9ee248ea4096ce3592'],0.49367002217342926,0.384464342059227,0.17128457299932165,0.7018324371740494,0,likely_human
UCGIX8tk8WLELoRWBRP49zyQ,16,1,1,['e6a85c95424efedaa12469f1096e2d72'],0.48805555044822796,0.3829372048915072,0.17430867356914362,0.6921175009334558,0,likely_human
UCIQBv2RttoqyMt-WvYIcthg,-1,2,1,"['abc2ee3546a9a7957fc5a9f081f5bc8b', '61b419ad8a5f4c4d6ed2870664c5da06']",0.517484026965296,0.3789145226731039,0.19526578803819775,1.0,1,likely_human
UCxrWDJOMEjXWq4iADp304WQ,16,1,1,['90e6e39626a128001a0f04055e2a9bba'],0.4439474714715514,0.37604142080153546,0.16716155201268795,0.8438069400669812,0,likely_human
UCmt_sqwDeoEuhd1Wm-6YuIQ,4,1,1,['476afcbc6b590d512cef7ec29888cc3d'],0.5038157181413216,0.3755694003509392,0.1407381117256487,1.0000000000000009,1,likely_human
UC4bigR6O4oik0hbBnSur-Iw,13,1,1,['f62f2518948698fb261b12015a05a878'],0.4981506359633826,0.37299284037750124,0.17622341532626473,0.6454088335004953,0,likely_human
UC4MahfT7Gl1ktHxS5c_mFHg,16,1,1,['2ab10a7d2bd1ec232e297c62bf863d09'],0.48115720558783615,0.367283304367626,0.1504211957293647,0.627022998371591,0,likely_human
UCnLFAzaItmkJfLg6Ea9SNhg,13,1,1,['073f9d8cd14f582cff6f1069dceef343'],0.47997942209170885,0.36188653922399794,0.14517856979600385,0.678134119585809,0,likely_human
UC8rUviggPbEZjsf5K39c-QQ,32,1,1,['c3c28d1c7c845fe05d382acb6309d57f'],0.498904037260568,0.35289017663747946,0.16162215352421216,0.7711809965651667,0,likely_human
UC5Dyo7pHqdM2-BwmQk1bGDA,13,2,2,"['ca647ada11bd0133d9d2c641520548ef', '5eebfc63f9e12e750ae79193e14ed173']",0.4540470011770668,0.34970199418883063,0.19384399967992844,0.5661791062596302,0,likely_human
UCLGmQQ5fsMQycwS4x3dTu0w,7,1,1,['5480a99032da9c9108616652abf6dac8'],0.5026278981206534,0.34902909687160727,0.18762684120138598,0.6796480881330742,0,likely_human
UCgjTUpjI7UvkXu2NVt4Vduw,13,1,1,['e5f3340287d2a9bd5267fd8955f6d50d'],0.46401319370406247,0.3485642759245083,0.19753999515834572,0.5194592361378811,0,likely_human
UCNnutMbASwOmPdPIQaDakDw,-1,1,1,['994c1d560cb5d8ae92a9a65524a1a8d5'],0.5166917944917575,0.34829334093808006,0.2357490474848021,0.6577331613112963,0,likely_human
UChlxZL5-BN7FoSNHnky83_Q,13,1,1,['026fbfacfdda774495d0411f440d8c58'],0.46806230703315743,0.3477660407990927,0.16322899075263525,0.5427590945950512,0,likely_human
UCiDGQ9ls26ik5RarHvmVsZg,16,1,1,['646ce0ab3b8940bce2eabe58e09f948f'],0.40689863854603137,0.3473528904749562,0.1789186914633735,0.6921175009334558,0,likely_human
UCSFEmBBNVaYjY7tyzzjDukA,13,1,1,['691cb4ca08310cd07056c1df7861f8c6'],0.4302123093493311,0.3470857155078307,0.16644826353519687,0.7096540295285485,0,likely_human
UCLzivcTRxdENd0IyjNLIGjw,16,1,1,['4a890b30b7da4764f442088d05c166f7'],0.4748930649197841,0.3469571069153584,0.15051804112822678,0.44962661064567877,0,likely_human
UCA4ZzrjMww8jOSm0wmkDr6Q,-1,1,1,['3aba41e9fdb56d0e10daf6aaf3a13e99'],0.4486033024196644,0.34650443779882656,0.187774202920577,1.0,1,likely_human
