author_id,cluster_id,cluster_confidence,cluster_bot_probability,individual_bot_probability,final_bot_probability,classification
UC-9SHgpu4EUwCC6IbMV9qtQ,0,0.6133333333333333,0.15149320321829496,0.11518621973929236,0.1369704098266939,likely_human
UC-IcLaKCio-QwdByHfn0orA,1,0.3333333333333333,0.15217945781544784,0.11499999999999999,0.1373076746892687,likely_human
UC-L-pqV9XcQktWkId-02-kA,2,0.4965986394557823,0.15347124556795308,0.11499999999999999,0.13808274734077186,likely_human
UC-TyX4DxRM0g0aHX0eDPZNg,3,0.5208333333333333,0.1583828556691871,0.1144770277922009,0.14082052451839264,likely_human
UC-Ua6zzmqDTVJbqrrtbkAjw,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-da2doDqe4INnSJgKQl3iA,-1,0.0,0.0,0.10905639062229566,0.04362255624891827,likely_human
UC-drwGCb2LZyC-lJqs6mHmQ,4,0.4444444444444444,0.15231481481481482,0.11499999999999999,0.1373888888888889,likely_human
UC-ejOhKXWvEymwYy9Wno5uw,5,0.49122807017543857,0.15329313660218605,0.11499999999999999,0.1379758819613116,likely_human
UC-lOGFlsEDI1KLxR8YhIjjg,6,0.4642857142857143,0.16177277572131255,0.12040037243947857,0.14522381440857896,likely_human
UC-mqAqK8KH4RhWM0oawWhzg,-1,0.0,0.0,0.11540884724557501,0.04616353889823001,likely_human
UC-o_5gajJOygE45OxOSV-_g,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-s6OCKHAL3eltZBBdfSn7w,-1,0.0,0.0,0.45537243947858475,0.1821489757914339,likely_human
UC09WCuKQliUla7hOFzgxh1A,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC0FDdTMubVyyCMqdSG06oNA,2,0.4965986394557823,0.15347124556795308,0.11555865921787709,0.13830621102792268,likely_human
UC0HSlEDPfusD-rTRJcm4jlw,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC0MPa_owDBgJTQZCBBMlMEw,2,0.4965986394557823,0.15347124556795308,0.11499999999999999,0.13808274734077186,likely_human
UC0STFkkGT2ZDc18gZp1QjTg,4,0.4629629629629629,0.15231481481481482,0.11499999999999999,0.1373888888888889,likely_human
UC0T1HzkvJ-ByQDIw5c2kb9g,-1,0.0,0.0,0.13656164133817766,0.05462465653527107,likely_human
UC0bN8JagMTQ1ywkfOTYCPAA,3,0.5208333333333333,0.1583828556691871,0.11499999999999999,0.14102971340151227,likely_human
UC0efgs1umD-kZBFHrT6x4Dw,-1,0.0,0.0,0.12680386429312052,0.05072154571724821,likely_human
UC0hKxMmkZ_9nOI9lP-VCHdg,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC0q_Vrk7Hdoie5L-3rPdRng,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC0rk7hJ9Q4QTgjx-ul-_aMQ,2,0.4965986394557823,0.15347124556795308,0.11413977073182752,0.13773865563350285,likely_human
UC11ZpcrvBUq3qH9lEmpcLMg,2,0.4965986394557823,0.15347124556795308,0.11518621973929236,0.1381572352364888,likely_human
UC11vtrzsTNVAlq84iYWyu7g,7,0.45454545454545453,0.15246140670321665,0.11499999999999999,0.13747684402193,likely_human
UC13SlbMznIpXSaw-VjewhBg,6,0.4642857142857143,0.16177277572131255,0.11832518494308436,0.14439373941002126,likely_human
UC19-BTrMN6m10y0p4ehXyJA,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC1G-O-KK729w0DGUswCGp6A,-1,0.0,0.0,0.11307354922057605,0.045229419688230424,likely_human
UC1HF6WaIISkEAHSd5WGw5sw,-1,0.0,0.0,0.118429168895647,0.047371667558258806,likely_human
UC1Io4uQ43PRq7onDdYNmUqg,7,0.45454545454545453,0.15246140670321665,0.11555865921787709,0.13770030770908082,likely_human
UC1LZ-olR60xX5OxJkKEcCTA,5,0.49122807017543857,0.15329313660218605,0.11499999999999999,0.1379758819613116,likely_human
UC1P9xNWSF-Uh3cqAskJFoxw,0,0.4866666666666667,0.15149320321829496,0.11574487895716945,0.13719387351384477,likely_human
UC1g8NcqvWT7xikOIenxMmxw,2,0.4965986394557823,0.15347124556795308,0.11499999999999999,0.13808274734077186,likely_human
UC1k0ZC2NQb--jHCR2ZuCskw,-1,0.0,0.0,0.11518621973929236,0.04607448789571694,likely_human
UC1nO253dEdJSFbKuNJAV58w,17,0.29166666666666663,0.15231481481481482,0.11499999999999999,0.1373888888888889,likely_human
UC1sgKRVWB-Ttu8F5wCKkUxA,8,0.3888888888888889,0.15234067866749432,0.11499999999999999,0.13740440720049657,likely_human
