author_id,cluster_id,cluster_confidence,cluster_bot_probability,individual_bot_probability,final_bot_probability,classification
UC--P0FFW7tjcsQfwAbHCzCw,-1,0.0,0.0,0.11249999999999999,0.045,likely_human
UC-2pV1JjMLcKwxJUmd4JG7g,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC-9C29KndXb3Ua9EENjAjFA,0,0.49940334128878283,0.15392179448285023,0.11547667688117128,0.13854374744217865,likely_human
UC-FnktF314OIkgi4uIAS3OA,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC-IGE3a1NX8JNYDoi1aXR5w,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC-KIYKHvjY_vWALAoFwI2SQ,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-MH35Pwr5mUBdRGx0PaoNQ,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC-MIEU5_qwAd_ryyuG6exUw,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-Mnh7Y_lLZy7Qj53celWNQ,0,0.49940334128878283,0.15392179448285023,0.11506809669731019,0.1383803153686342,likely_human
UC-SBRZ_2aOWkRObbVZ3ziZQ,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-SvdXahzFZUrZ9dFB1N8Wg,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-TbK4tM0HavUGKMCcqVNFw,0,0.49940334128878283,0.15392179448285023,0.11249999999999999,0.13735307668971014,likely_human
UC-UsibT_Vgh3K1lmDwUCjsQ,-1,0.0,0.0,0.1160214504596527,0.046408580183861084,likely_human
UC-YzN4zBdT6is-hk9PNLeGw,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-Z9ZGQFx0QWJAQu7339p7g,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC-fRaWyIibaM665cuAYt14g,-1,0.0,0.0,0.11547667688117128,0.046190670752468514,likely_human
UC-ftHOlHf8T97QZtwRhb-Rw,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-k_tgT_uZrwc4TvFwhWNyg,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC-l-0t74DH8_dm3PSU_C_Tw,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC-lZMtkNtxQlKHFm4Q9maVw,-1,0.0,0.0,0.28385204461898766,0.11354081784759507,likely_human
UC-oPPVP9mFKTuZKLka3J-Ig,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC-qucpe3z811PUytR3CDBxw,0,0.49940334128878283,0.15392179448285023,0.1160214504596527,0.13876165687357123,likely_human
UC-re4CWqG0beYkoCAedcn6g,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC-y05JA2fV7pP5vNDbS6gog,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC02MOEeItB5zFoUg24nVbLg,-1,0.0,0.0,0.45499999999999996,0.182,likely_human
UC02n1jyDklU-uyoZ1MhwuIA,0,0.49940334128878283,0.15392179448285023,0.11506809669731019,0.1383803153686342,likely_human
UC03dQ9WbXb1ttHoxcBHeNug,-1,0.0,0.0,0.11499999999999999,0.046,likely_human
UC06jnKZgKOn1rkmor9saFlQ,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC07XQ7ddpmLE3R0LRB0en8A,-1,0.0,0.0,0.11513619339462036,0.04605447735784815,likely_human
UC08IIEFzMOEOITW0rToFysw,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC091JGH6HWzjw5UWTKlSURw,0,0.49940334128878283,0.15392179448285023,0.11506809669731019,0.1383803153686342,likely_human
UC0EcEYUNaCQDnNEAJy7rpNg,-1,0.0,0.0,0.2730327737611838,0.10921310950447352,likely_human
UC0H-a_1X3v1bsCdmp4oXR-A,1,0.4852941176470588,0.3466795467738673,0.33018159119282714,0.34008036454145124,likely_human
UC0MIj9TgC2ivNk_utN0nXAw,-1,0.0,0.0,0.11823326822833193,0.04729330729133277,likely_human
UC0QIutongp0dmQ4lKpgK21A,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC0fTRKidO8XgOgd4dYIh5cw,2,0.4166666666666667,0.2913171981992207,0.4553404834865509,0.3569265123141528,likely_human
UC0iOiVPPGDNy1CBn2vMSbWw,-1,0.0,0.0,0.10917023612524696,0.04366809445009878,likely_human
UC0imD0xHQhb2ZS1r3jm9hTg,0,0.49940334128878283,0.15392179448285023,0.11513619339462036,0.13840755404755828,likely_human
UC0lETRLeo0sWFMUgx_arffA,-1,0.0,0.0,0.4621292003876273,0.18485168015505093,likely_human
UC0orWZC62dr_Yo-OWvJmCYA,-1,0.0,0.0,0.1439953120857733,0.05759812483430932,likely_human
UC0qnzjl-NzsFmdhrpyu753g,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC0r7DW-bjFucEXTr-xRSmPQ,3,0.48717948717948717,0.15676153518888972,0.11153249014402034,0.13866991717094196,likely_human
UC0vcI1QYJe__7irFPFCio9g,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC0wev-OWdDtG8abR66gRXvQ,0,0.49940334128878283,0.15392179448285023,0.11307354922057605,0.13758249637794057,likely_human
UC0xaDaPhILeT44zLmhzm6-g,-1,0.0,0.0,0.4558512087163773,0.18234048348655094,likely_human
UC0xnMg_irTuvsUzEae_l1hg,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC0zr-G3cKx0tWqO5-5G8rHQ,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC11dKYyBQQOi057nlhAOUMg,-1,0.0,0.0,0.3925544773578481,0.15702179094313926,likely_human
UC16XEA0194vmBskJ2Yju1XQ,-1,0.0,0.0,0.35571501532175687,0.14228600612870276,likely_human
UC196-VuinOeDJQIYHZ5zI4A,4,0.42857142857142855,0.20128961050960448,0.19181266082340825,0.197498830635126,likely_human
UC1A99LkMRpVEIBC06zFEx4w,-1,0.0,0.0,0.5026205442497577,0.20104821769990308,likely_human
UC1CbW4bLekS_wYGSErWnncA,0,0.49940334128878283,0.15392179448285023,0.11527238678924073,0.13846203140540644,likely_human
UC1CpQG8tNecB3GZCMqfTzdQ,-1,0.0,0.0,0.12313265393483304,0.04925306157393322,likely_human
UC1LB2VpRChplTHaeBm_MK4g,1,0.4852941176470588,0.3466795467738673,0.4550680966973102,0.39003496674324445,likely_human
UC1Ng3-PObLAH2_eTH00h-Jw,5,0.484375,0.15319216945801425,0.11499999999999999,0.13791530167480853,likely_human
UC1QjBbiFdoaP_ShTrMoo7Sw,-1,0.0,0.0,0.11477596665333056,0.04591038666133223,likely_human
UC1UPbbaBOrqhJ-bGhmwWO2g,0,0.49940334128878283,0.15392179448285023,0.11499999999999999,0.13835307668971014,likely_human
UC1Uj4-Lh-NPy1_r57enXOIA,0,0.49940334128878283,0.15392179448285023,0.11506809669731019,0.1383803153686342,likely_human
UC1VziYZJiKNZW8zQ7F3pIcA,-1,0.0,0.0,0.33,0.132,likely_human
UC1X0QkDDx9PsjJUz9YNvH3Q,-1,0.0,0.0,0.4504071151829624,0.18016284607318497,likely_human
