author_id,cluster_id,comment_count,videos_commented,comment_ids,avg_comment_bot_prob,final_bot_probability,cross_video_avg_sim,cross_video_max_sim,cross_video_high_sim_count,classification,cluster_confidence,cluster_bot_probability,individual_bot_probability
UCi4SCINVDHE0qqLgoUFvIag,3,1,1,['b639a91b750ac50bb3613b9ba13bbb59'],0.538283711074572,0.45183002403786565,0.16693093565634398,1.0000000000000007,1,likely_human,1.0,0.45183002403786565,0.538283711074572
UCpED_Aue9MaIifiroybvPOA,3,1,1,['62edd42741221ff36b39611097de6afc'],0.5454520693715267,0.45134930706506005,0.14999002669277914,1.0000000000000029,1,likely_human,1.0,0.45134930706506005,0.5454520693715267
UC435aCoFVMzZb6SeFfY_0wQ,3,1,1,['e9fe4c8cbfc69c60e6ee502427c825c3'],0.5421605655934103,0.44782144588976847,0.11636448081435519,1.000000000000001,2,likely_human,1.0,0.44782144588976847,0.5421605655934103
UCwT_dME2ZAkna8irEJaxbjg,3,1,1,['413ef62ab25850b77cfd06797f7a1d50'],0.5378283547809939,0.44604559318655346,0.14071974550881478,1.0000000000000004,1,likely_human,1.0,0.44604559318655346,0.5378283547809939
UCf_Lf4SFaBgtW2p3NYknwPg,3,1,1,['c428ecbe51352c237ab3947b8257cc1f'],0.5365299649473013,0.44572420018854186,0.14238042731418177,1.0000000000000009,1,likely_human,1.0,0.44572420018854186,0.5365299649473013
UCSjO27T14LJBH4wcyb080eQ,3,1,1,['58873a24e3eccca08bb0c4a5231904c5'],0.5438442707052574,0.4441711954793838,0.11853181644207403,1.000000000000001,1,likely_human,1.0,0.4441711954793838,0.5438442707052574
UCvb9DDMNJqygzGwOO_eGEEA,3,1,1,['c884c310ddf577b6b4b33712d50a4ee7'],0.5274191419601613,0.4438055653279526,0.15257284815522015,0.999999999999998,1,likely_human,1.0,0.4438055653279526,0.5274191419601613
UCjeCwHFlyN6ZVcIy71HL10w,3,1,1,['0821f5a4dbbf23b48a7a605a319e5b0c'],0.5241397073988955,0.4431889960866206,0.15633069993179746,0.999999999999998,1,likely_human,1.0,0.4431889960866206,0.5241397073988955
UCN19YDddRp6TQxXlfYJV8lQ,3,1,1,['3d77db291f60a2387ea3c886fd027e4b'],0.5275711647952375,0.4425389857357335,0.1456769631879952,1.0000000000000009,1,likely_human,1.0,0.4425389857357335,0.5275711647952375
UCDDRZxh5lxXdT3-HrFpllWg,3,1,1,['9e6b955a203c570171563f7a16bff3cf'],0.5351850608766694,0.44097460277798084,0.1222410862132957,1.0000000000000004,1,likely_human,1.0,0.44097460277798084,0.5351850608766694
UCEnDN0ThaS_BMybGdvnOt6w,3,1,1,['6d11c5fd72086be0de371c6d8f45d9bb'],0.5311917926160454,0.4404444841499052,0.1283058474945422,1.0000000000000013,1,likely_human,1.0,0.4404444841499052,0.5311917926160454
UCR8ud37PFTqVtEL2a-ut4Rw,3,1,1,['4a0ac533e9115547f4b1a60cf0e79f21'],0.5188092935750497,0.44015367400694505,0.15330702751533798,1.0000000000000029,1,likely_human,1.0,0.44015367400694505,0.5188092935750497
UCWAqiaet5PZbp_aQ0uUdgdg,3,1,1,['6ddb3b3240ef785873c023edc6b7429c'],0.5260976187258088,0.4400507097936352,0.13748881433579713,1.0000000000000004,1,likely_human,1.0,0.4400507097936352,0.5260976187258088
UCswhwWxJY8jOFLTqxLqFfeQ,3,1,1,['be784e06ad28dcd2aaa02356107fe09e'],0.5098494494458021,0.43897916164877526,0.14282673031003135,1.0000000000000007,2,likely_human,1.0,0.43897916164877526,0.5098494494458021
UCaEvw1mK43SoZmCDNwBntSQ,3,1,1,['14c6982dc3d979489b3dd2efa77ceb29'],0.5276662491357922,0.43832268084781406,0.12543861488377606,1.0000000000000004,1,likely_human,1.0,0.43832268084781406,0.5276662491357922
UC3MsT56CypsqlCOyCvkTg7g,3,1,1,['fdfa117ed8dafe2ad715f91637742fb9'],0.5227455979065603,0.43727613700330287,0.13092687066327055,1.0000000000000013,1,likely_human,1.0,0.43727613700330287,0.5227455979065603
UCd9LxL_Z4UjEnsdD2Xfiw6Q,3,1,1,['692ca8111e78c43232c70314985d4f7d'],0.5285855048194819,0.4372077136236189,0.11853181644207403,1.000000000000001,1,likely_human,1.0,0.4372077136236189,0.5285855048194819
UC_raip27aSh8Ec7knTbForQ,3,1,1,['5d2fefc6ae315faf88ec0f372cceda35'],0.5069106565927883,0.4367531670348069,0.16293901803653374,1.0000000000000007,1,likely_human,1.0,0.4367531670348069,0.5069106565927883
UCTZGDGYhMwREfni3LJ3MZag,3,1,1,['84ebf04819f8c4202f1a1dc9a64515c0'],0.5176755272894504,0.4366225807667088,0.13883090868686188,1.0000000000000007,1,likely_human,1.0,0.4366225807667088,0.5176755272894504
UCyTtvWQ90jcoDlad8eDR2MA,3,1,1,['2491238fb77d3ab50ab9a39c09f63c04'],0.5176151309111705,0.4365738623154789,0.1388382029430696,0.9999996457239665,1,likely_human,1.0,0.4365738623154789,0.5176151309111705
UCrO6uB3MzzKu9Vbr7SEb6jQ,3,1,1,['3a78fb6db1fcb0c0cc6da761b3ce3d94'],0.48417068445335076,0.3973969734559155,0.13907927213381904,0.8088157836169408,0,likely_human,1.0,0.3973969734559155,0.48417068445335076
UCgxozgn6hFHkgXGE4wScr7A,3,1,1,['8359b54208ab6858a533f2ca142177e5'],0.45667046492667973,0.38624094651267415,0.17100105272752555,0.7536952069713135,0,likely_human,1.0,0.38624094651267415,0.45667046492667973
UC8rUviggPbEZjsf5K39c-QQ,19,1,1,['c3c28d1c7c845fe05d382acb6309d57f'],0.49486715096371775,0.34862604216077603,0.14948673360293777,0.7711604829195748,0,likely_human,1.0,0.34862604216077603,0.49486715096371775
